Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility
2020-01-15,220.6100006103516,221.67999267578125,220.13999938964844,221.1499938964844,221.1499938964844,10036500,219.6959991455078,,,215.30284803162542,211.38636813153795,3.9164799000874666,2.5586734674462814,1.3578064326411852,,,,,,,,,,0.009540748476141392,58069400,215.04534101378573,2.7553167187747585,,,
2020-01-16,222.57000732421875,222.6300048828125,220.38999938964844,221.7700042724609,221.7700042724609,10015300,220.38999938964838,,,216.2977951456001,212.15552636419892,4.142268781401185,2.8753925302372623,1.2668762511639229,,,,,,,,,,0.0028035740135119447,68084700,215.4936456310208,1.5895561943168435,,,
2020-01-17,222.02999877929688,222.2899932861328,220.52999877929688,222.13999938964844,222.13999938964844,15905900,221.20599975585938,,,217.1965957985306,212.89511695867665,4.3014788398539565,3.160609792160601,1.1408690476933554,,,,,,,,,,0.001668373134596557,83990600,216.12996336933608,1.8710455272560544,,,
2020-01-21,222.16000366210935,222.3699951171875,219.1199951171875,221.44000244140625,221.44000244140625,14275800,221.11199951171875,,,217.84942758974225,213.52807143887884,4.321356150863409,3.392759063901163,0.9285970869622457,81.14657467172194,203.6000061035156,222.6300048828125,93.74670248165819,,,,,3.2728565761021287,-0.003151152202059526,69714800,216.5501378009609,-0.21179812218774519,,,
2020-01-22,222.30999755859372,222.75,221.27999877929688,221.32000732421875,221.32000732421875,12212800,221.56400146484376,,,218.38336293350787,214.10525187482995,4.278111058677922,3.569829462856515,0.7082815958214073,80.77364526463545,206.2700042724609,222.75,91.32285772749538,,,,,3.2378572736467714,-0.0005418854582033283,57502000,216.85255508768188,1.0316852875069227,,,
2020-01-23,220.75,221.4900054931641,219.2700042724609,219.75999450683597,219.75999450683597,11195000,221.28600158691407,,,218.59515240632757,214.52412169942298,4.071030706904594,3.6700697116661307,0.4009609952384632,71.56435356296224,206.5200042724609,222.75,81.57728724419448,88.88228248444936,,,,3.072143554687512,-0.007048675066676058,46307000,217.01224799630336,-0.6285324114904012,,,
2020-01-24,220.8000030517578,221.77999877929688,216.1100006103516,217.94000244140625,217.94000244140625,11905800,220.52000122070314,,,218.49436010403198,214.77714990253284,3.7172102014991424,3.6794978096327333,0.03771239186640907,69.43395381421396,206.5200042724609,222.75,70.3635315785565,81.08789218341546,,,,3.230715070452017,-0.008281726023491975,34401200,217.06345004330123,-1.7270152668388938,,,
2020-01-27,213.1000061035156,216.05999755859372,212.5,214.8699951171875,214.8699951171875,13810700,219.06600036621094,,,217.9367654906713,214.78402732584058,3.1527381648307085,3.5741458806723285,-0.42140771584162007,54.93690074959816,211.75,222.75,28.363591974431817,60.101470265727606,,,,3.1721442086356086,-0.014086479259557416,20590500,216.93147537793888,-3.2727128353452706,,,
2020-01-28,216.13999938964844,218.7400054931641,213.5200042724609,217.7899932861328,217.7899932861328,13413800,218.33599853515625,,,217.91418515151153,215.00669147104742,2.907493680464114,3.440815440630686,-0.5333217601665718,59.29271242219977,212.5,222.75,51.609690596417686,50.11227138313533,,,,3.3428584507533583,0.013589604110861409,34004300,216.97887575314533,-1.648306139374811,,,
2020-01-29,221.44000244140625,224.1999969482422,218.4499969482422,223.22999572753903,223.22999572753903,33181300,218.7179962158203,217.16599960327147,,218.73200216320808,215.61582511967643,3.11617704353165,3.375887761210879,-0.25971071767922904,63.94010997152716,212.5,224.1999969482422,91.70938911356822,57.22755722813924,217.16599960327147,227.27583973551657,207.05615947102638,3.5414297921317064,0.02497820197945977,67185600,217.73003737654722,0.8629985270704799,,5.0549200661225475,4983822.373627337
2020-01-30,206.52999877929688,211.42999267578125,204.75,209.52999877929688,209.52999877929688,48775500,216.6719970703125,217.37999954223633,,217.31630933491405,215.1650231685372,2.151286166376849,3.130967442244073,-0.979681275867224,38.85641739338145,204.75,224.1999969482422,24.575833055484733,55.96497092182355,217.37999954223633,226.56687419760505,208.19312488686762,4.635714939662397,-0.06137166693746454,18410100,216.4990404900415,-4.65507643941121,2.085261281021622,4.5934373276843505,9153400.976932017
2020-01-31,208.42999267578125,208.69000244140625,201.05999755859372,201.91000366210935,201.91000366210935,31359900,213.46599731445312,216.98649978637695,,214.94610846217486,214.18316987176476,0.7629385904101014,2.657361671877279,-1.8944230814671776,32.71989075584703,201.05999755859372,224.1999969482422,3.673319472496918,39.98618054718329,216.98649978637695,228.03050347460098,205.94249609815293,5.065000261579251,-0.03636708424369273,-12949800,215.2148650726514,-7.355234743381544,-3.751546936306027,5.522001844112008,9737763.64506948
2020-02-03,203.44000244140625,205.13999938964844,202.5,204.19000244140625,204.19000244140625,15495600,211.3299987792969,216.7625,,213.29132292051816,213.44293524729375,-0.15161232677559155,2.095566872146705,-2.2471791989222965,30.380868264221704,201.05999755859372,224.1999969482422,13.526382737126244,13.92517842170263,216.7625,228.66508892689282,204.85991107310716,5.016428266252801,0.011292153622622925,2545800,214.75533429708423,-4.970443951449111,-2.146928531581205,5.9512944634464215,9655293.082159378
2020-02-04,206.6199951171875,210.6000061035156,205.1999969482422,209.8300018310547,209.8300018310547,19628900,209.73800048828124,216.62399978637694,,212.75881198367762,213.17531054979455,-0.41649856611692826,1.5931537844939783,-2.0096523506109065,40.37539487489228,201.05999755859372,224.1999969482422,37.899760171921926,18.366487460515028,216.62399978637694,228.79203158036808,204.4559679923858,5.206428527832039,0.02762132975274767,22174700,214.50832181283582,-3.654893108252355,-1.3029182469130207,6.084015896995564,9673521.697601845
2020-02-05,212.50999450683597,212.72999572753903,208.7100067138672,210.1100006103516,210.1100006103516,12538200,207.11400146484374,216.47649993896485,,212.35130254162746,212.94825055428026,-0.5969480126528026,1.1551334250646221,-1.7520814377174248,38.03641804055849,201.05999755859372,224.1999969482422,39.10978085767077,30.178641255572973,216.47649993896485,228.89537088136439,204.0576289965653,5.306428091866634,0.0013344077436663326,34712900,214.37179587596498,-5.877344159967157,-1.3845850849739438,6.209435471199765,9716327.102567047
2020-02-06,210.47000122070312,211.19000244140625,209.33999633789065,210.8500061035156,210.8500061035156,10567500,207.3780029296875,216.25800018310548,,212.120333858841,212.7928250394088,-0.6724911805677891,0.78960850393814,-1.462099684505929,38.197147140461034,201.05999755859372,224.1999969482422,42.307730350681744,39.772423793424814,216.25800018310548,228.92132052206728,203.59467984414368,5.278570992606029,0.0035219908191630456,45280400,214.2820089855957,0.6299848861303747,-2.0304781583502574,6.331660169480893,9793087.085796798
2020-02-07,210.3000030517578,212.82000732421875,209.92999267578125,212.3300018310547,212.3300018310547,12242500,209.46200256347657,215.95950012207032,,212.1525904699508,212.75854183878997,-0.6059513688391576,0.5104965293826805,-1.1164478982218382,39.6453466647769,201.05999755859372,224.1999969482422,48.70356339552252,43.37369153462501,215.95950012207032,228.70135687467402,203.21764336946663,5.359286717006141,0.007019187501528856,57522900,214.22600907279272,5.160714169656955,-2.7347691879269775,6.370928376301849,9802524.82547092
2020-02-10,211.5200042724609,213.8000030517578,210.66000366210935,213.05999755859372,213.05999755859372,11856400,211.23600158691406,215.70950012207032,,212.29219156051124,212.78087189210876,-0.48868033159752144,0.31066115718664017,-0.7993414887841617,41.160331263846345,201.05999755859372,224.1999969482422,51.858255473282874,47.62318307316238,215.70950012207032,228.4740139646539,202.94498627948676,5.351429530552459,0.0034380244018452633,69379300,214.1944888101988,4.3439908962892515,-2.29294692102181,6.382256921291781,9809338.870059382
2020-02-11,210.19000244140625,210.8600006103516,206.50999450683597,207.19000244140625,207.19000244140625,25030800,210.70800170898437,214.97350006103517,,211.50723938834125,212.36673341427894,-0.8594940259376926,0.07663012056177362,-0.9361241464994663,36.70742567691325,201.05999755859372,224.1999969482422,26.490946605446965,42.35092182475079,214.97350006103517,227.92874723665832,202.018252885412,5.714286804199219,-0.02755090202032484,44348500,213.81632377831988,-1.2581610668688126,-6.633320254960862,6.477623587811584,9959821.90564063
2020-02-12,207.8500061035156,211.22000122070312,207.3999938964844,210.75999450683597,210.75999450683597,13813700,210.83800048828124,214.55849990844726,,211.39227863734044,212.2477157174313,-0.8554370800908657,-0.10978331956875424,-0.7456537605221115,41.841910458859346,201.05999755859372,224.1999969482422,41.91874331933421,40.08931513268801,214.55849990844726,227.49431070261448,201.62268911428004,5.843572344098768,0.017230522821386263,58162200,213.72789577620463,0.309358857073061,-3.7889177139873276,6.467905397083609,9949281.661902452
2020-02-13,209.5200042724609,214.3300018310547,209.17999267578125,213.13999938964844,213.13999938964844,15396600,211.2959991455078,214.15800018310546,,211.66115875308014,212.3138108042622,-0.6526520511820593,-0.21835706589141524,-0.43429498529064403,45.69274563794871,201.05999755859372,224.1999969482422,52.203985089380026,40.20455833805374,214.15800018310546,226.72528062763465,201.59071973857627,5.806430271693636,0.011292488825412672,73558800,213.70952949763975,1.0860769361365818,-3.6219736504199407,6.2836402222645935,9812793.692178754
2020-02-14,214.0,214.92999267578125,212.6499938964844,214.17999267578125,214.17999267578125,10741700,211.66599731445314,213.77849960327148,,212.04867166426493,212.4520464984488,-0.40337483418386455,-0.25536061954990513,-0.14801421463395942,49.35741962913933,201.05999755859372,224.1999969482422,56.69833821627789,50.27368887499737,213.77849960327148,225.82556535674854,201.73143384979443,5.5807157244001075,0.004879390490339475,84300500,213.71956479356223,0.871280944177899,-3.4224698789087626,6.0235328767385345,9784425.112154951
2020-02-18,213.5500030517578,217.97999572753903,213.3999938964844,217.8000030517578,217.8000030517578,15609200,212.61399841308594,213.56149978637694,,212.93349187772537,212.84819142832353,0.08530044940184212,-0.18722840575955568,0.2725288551613978,50.00920184642904,201.05999755859372,224.1999969482422,72.34229012405517,60.41487114323769,213.56149978637694,225.120884680992,202.0021148917619,5.535001482282354,0.01690172051437333,99909700,213.84224141483983,2.2247280331731734,-1.95372123427352,5.7796924473075295,9787460.925634176
2020-02-19,217.9900054931641,218.32000732421875,216.1100006103516,217.4900054931641,217.4900054931641,12135100,214.6739990234375,213.36399993896484,,213.63449397240825,213.1920295072006,0.4424644652076495,-0.061289831566114644,0.5037542967737642,44.17377928087278,201.05999755859372,218.32000732421875,95.19118562315249,74.74393798782852,213.36399993896484,224.48320362241938,202.2447962555103,5.235001700265053,-0.0014233129212585238,87774600,213.9255539640059,4.971283812147598,-1.783777503925621,5.559601841727277,9837908.07355325
2020-02-20,216.5200042724609,218.7700042724609,212.9499969482422,214.5800018310547,214.5800018310547,13109200,215.43800048828126,213.02699966430663,,213.7799567198923,213.29484227193055,0.48511444796176306,0.0479910243394609,0.43712342362230217,56.563562379197904,201.05999755859372,218.7700042724609,76.34104543774458,81.29150706165075,213.02699966430663,223.52194585174837,202.5320534768649,4.330716814313602,-0.013379942013937107,74665400,213.941312156657,1.8124916605531727,-3.045366559784368,5.247473093720876,9814347.907452961
2020-02-21,213.47999572753903,214.2400054931641,208.8300018310547,210.17999267578125,210.17999267578125,14092300,214.84599914550782,212.5479995727539,,213.2261160977214,213.0641126722158,0.16200342550558844,0.0707935045726864,0.09120992093290203,61.73048087045662,202.5,218.7700042724609,47.20338450544007,72.91187185544571,212.5479995727539,222.61479659648964,202.48120254901815,4.136431012834805,-0.020505215386929176,60573100,213.84640939205715,-1.388761716404019,-4.359301997869647,5.0333985118678735,9736050.996291809
2020-02-24,201.8000030517578,203.6499938964844,198.1699981689453,200.72000122070312,200.72000122070312,23080100,212.15400085449218,211.68699951171874,,211.30209842433396,212.14973404617783,-0.8476356218438639,-0.11289232071062366,-0.7347433011332403,45.91090994615728,198.1699981689453,218.7700042724609,12.378651923421659,45.307693955535434,211.68699951171874,222.71202691576354,200.66197210767393,4.76357378278458,-0.045009000783775344,37493000,213.32550887637174,-6.284429879243403,-7.901257698357956,5.512513702022399,9704489.225611001
2020-02-25,202.25,203.5,195.9499969482422,196.7700042724609,196.7700042724609,21433500,207.9480010986328,210.78199996948243,,209.0663916317381,211.01049480368027,-1.9441031719421744,-0.47913449095693383,-1.4649686809852405,33.971525909235226,195.9499969482422,218.7700042724609,3.593370118459398,21.05846884910704,210.78199996948243,223.54191369216844,198.02208624679642,4.845002310616613,-0.01967913971811397,16059500,212.73708561923812,-9.655646687157926,-8.423693980564884,6.379956861343007,9668769.586767491
2020-02-26,197.19000244140625,201.2100067138672,195.4900054931641,197.1999969482422,197.1999969482422,16524500,203.88999938964844,209.75250015258788,,207.2407924496618,209.98749496253672,-2.7467025128749185,-0.9326480953405307,-1.8140544175343878,34.2137335871863,195.4900054931641,218.7700042724609,7.345324504908533,7.772448848929863,209.75250015258788,223.42178635258193,196.08321395259384,4.966431753975988,0.002185255203765113,32584000,212.3226931381012,-9.329168252542818,-9.454059861620667,6.8346430999970185,9604486.460633906
2020-02-27,191.82000732421875,195.8800048828125,189.5,189.75,189.75,21682600,198.9239990234375,208.07850036621093,,204.54990130355998,208.48842126160807,-3.93851995804809,-1.5338224678820427,-2.4046974901660474,27.836116674659408,189.5,218.7700042724609,0.8541167185110936,3.930937113959675,208.07850036621093,222.94595829119487,193.211042441227,5.38428824288503,-0.03777888977451427,10901400,211.5594380150928,-11.57144264105473,-14.997982515039187,7.433728962491971,9027029.372763602
2020-02-28,182.6999969482422,192.7400054931641,181.82000732421875,192.47000122070312,192.47000122070312,32568900,195.3820007324219,207.22550048828126,,202.69145513696662,207.30187162894845,-4.610416491981823,-2.149141272701999,-2.461275219279824,29.66829616683698,181.82000732421875,218.7700042724609,28.822719285748228,12.340720169722617,207.22550048828126,223.62134348880852,190.829657487754,5.9578584943498765,0.014334657289608144,43470300,210.6367491629045,-8.426107180618825,-8.142031049483977,8.19792150026364,6523376.630194552
2020-03-02,194.02999877929688,196.57000732421875,188.8500061035156,196.44000244140625,196.44000244140625,24949000,194.5260009765625,206.9520004272461,,201.72969318380348,206.49728872616754,-4.767595542364063,-2.672832126634412,-2.094763415729651,34.043779375666944,181.82000732421875,218.7700042724609,39.566972461909835,23.081269488723052,206.9520004272461,223.89455872227774,190.00944213221447,6.285001482282354,0.020626597368546662,68419300,210.12986210060618,-2.132323013784143,-2.70912838467231,8.47127914751581,5934598.015143242
2020-03-03,196.22000122070312,197.2400054931641,183.97000122070312,185.88999938964844,185.88999938964844,27984100,192.35,206.0370002746582,,199.29281721547193,204.97082284938836,-5.6780056339164275,-3.273866828090815,-2.4041388058256126,31.236781965163416,181.82000732421875,218.7700042724609,11.014864415633765,26.468185387763942,206.0370002746582,225.40992542268157,186.66407512663483,6.76500156947544,-0.05370598106617641,40435200,209.19648454001992,-5.529300526795378,-8.962242437412737,9.68646257401168,6393422.672880722
2020-03-04,189.1699981689453,191.8300018310547,186.38999938964844,191.75999450683597,191.75999450683597,23062500,191.26199951171876,205.13349990844728,,198.13392141414332,203.99224297216224,-5.858321558018929,-3.790757774076438,-2.0675637839424907,33.91466238958952,181.82000732421875,218.7700042724609,26.901185395334913,25.827674090959505,205.13349990844728,225.42528388962697,184.8417159272676,6.9014304024832525,0.0315777886731996,63497700,208.66017732208059,-2.7586219703816806,-8.6117367233156,10.145891990589842,6491895.131915601
2020-03-05,186.77999877929688,188.9900054931641,183.88999938964844,185.1699981689453,185.1699981689453,19333400,190.34599914550782,203.88649978637696,,196.13947168411286,202.5980026163684,-6.458530932255542,-4.324312405712259,-2.1342185265432825,27.896312567195878,181.82000732421875,218.7700042724609,9.066281790006842,15.660777200325173,203.88649978637696,225.8841983156981,181.88880125705583,7.095715114048545,-0.03436585589626584,44164300,208.06972248728076,-2.4137032047719,-11.869973998837613,10.998849264660567,6372069.12471179
2020-03-06,178.3300018310547,183.77999877929688,176.25999450683594,181.08999633789065,181.08999633789065,24559600,188.06999816894532,202.39849929809571,,193.82416778469405,201.00481696611078,-7.180649181416726,-4.895579760853153,-2.2850694205635733,25.04901405806031,176.25999450683594,218.7700042724609,11.36203416015307,15.776500448498275,202.39849929809571,226.35207834271876,178.44492025347267,7.569286891392297,-0.02203381687854289,19604700,207.23488823882218,-5.912612256786531,-14.114303487861623,11.976789522311527,6249903.010639025
2020-03-09,169.60000610351562,175.0,165.19000244140625,169.5,169.5,29949000,182.68199768066407,200.25699920654296,,190.08198812551035,198.67112682047295,-8.5891386949626,-5.634291547675042,-2.9548471472875573,17.48787441611192,165.19000244140625,218.7700042724609,8.044041454466134,9.490785801542016,200.25699920654296,227.85327019275257,172.66072822033334,8.37785775320871,-0.06400130637953749,-10344300,205.86280294578677,-13.714112251368892,-20.171431951068964,13.798135493104809,6497415.195121016
2020-03-10,174.6699981689453,178.2899932861328,169.5,178.19000244140625,178.19000244140625,24517800,181.14199829101562,198.51349945068358,,188.2524518664174,197.15400649609765,-8.901554629680248,-6.287744164076083,-2.613810465604165,26.227916425536804,165.19000244140625,218.7700042724609,24.262783791965596,14.5562864688616,198.51349945068358,227.0925571865845,169.93444171478268,8.847856794084828,0.051268450981747815,14173500,205.06287421892387,-4.142233026803144,-16.366279694337205,14.289528867950452,6291590.086908413
2020-03-11,174.00999450683594,175.8800048828125,167.66000366210938,170.24000549316406,170.24000549316406,20373900,176.83800048828124,196.66599960327147,,185.4813062705323,195.16037679217663,-9.679070521644348,-6.966009435589736,-2.713061086054612,24.720635350358947,165.19000244140625,214.2400054931641,10.295622298797863,14.200815848409865,196.66599960327147,227.56640230133186,165.76559690521108,9.184284755161839,-0.04461528053941388,-6200400,204.2460162666138,-11.222355877208134,-17.83387060806263,15.450201349030193,6199757.453173811
2020-03-12,159.5399932861328,166.60000610351562,154.33999633789062,154.47000122070312,154.47000122070312,43266300,170.6980010986328,193.85149993896485,206.20220001220704,180.71033626286626,192.1462748979934,-11.435938635127144,-7.859995275497218,-3.5759433596299255,21.883514435554076,154.33999633789062,203.6499938964844,0.26364812259018794,11.607351404451215,193.85149993896485,229.2704931569613,158.4325067209684,9.909285409109941,-0.09263395067908509,-49466700,201.8840969655954,-16.57935802334034,-26.708101515113235,17.709496608998226,7865646.568616896
2020-03-13,163.52999877929688,170.7899932861328,157.60000610351562,170.27999877929688,170.27999877929688,35028600,168.53600158691407,191.70849990844727,205.50279998779297,179.10566895770174,190.52655074105292,-11.420881783351177,-8.572172577068011,-2.848709206283166,35.56250835889976,154.33999633789062,203.5,32.42473810817103,14.32800284318636,191.70849990844727,227.39904002612082,156.01795979077372,10.217142377580924,0.10234995425425542,-14438100,200.71489437443998,-5.969406249489184,-20.10884898802957,17.84527005883678,8250749.466262221
2020-03-16,152.32000732421875,159.1300048828125,143.10000610351562,146.00999450683594,146.00999450683594,39120400,163.83800048828124,188.3,204.22739990234376,174.0140267344916,187.22902805703683,-13.21500132254522,-9.500738326163454,-3.714262996381766,29.81548683477307,143.10000610351562,201.2100067138672,5.007723924893463,12.56537005188489,188.3,227.77456898125294,148.82543101874708,11.619284493582597,-0.14252997678205148,-53558500,198.54434225794375,-13.858410320450776,-31.8283688953799,19.737284490626468,8521736.435665408
2020-03-17,150.74000549316406,153.94000244140625,140.0,149.4199981689453,149.4199981689453,34255600,158.08399963378906,184.88099975585936,203.04239990234376,170.23033003209986,184.42835917643745,-14.198029144337596,-10.440196489798282,-3.757832654539314,31.440336262360134,140.0,197.2400054931641,16.45701828255467,17.963160105206388,184.88099975585936,225.42794640228902,144.3340531094297,12.206427437918537,0.023354590715704227,-19302900,196.89490278517437,-16.14568936431846,-31.395777743199904,20.273473323214837,8561632.276653301
2020-03-18,139.75,148.17999267578125,137.10000610351562,146.9600067138672,146.9600067138672,37553100,153.4279998779297,181.35449981689453,201.7295999145508,166.65028029083328,181.6529256606915,-15.002645369858215,-11.35268626581027,-3.6499591040479444,32.70831861161665,137.10000610351562,197.2400054931641,16.395079332256703,12.619940513234946,181.35449981689453,222.22706457713394,140.48193505665512,12.536427089146216,-0.01646360249781742,-56856000,195.1221048704172,-13.674810871779297,-32.42907581861905,20.4362823801197,8428933.332815763
2020-03-19,146.6199951171875,159.92999267578125,144.8000030517578,153.1300048828125,153.1300048828125,39862300,153.16000061035157,178.28199996948243,200.53100006103514,164.57023792036856,179.54011671418195,-14.969878793813393,-12.076124771410896,-2.893754022402497,34.53373226786556,137.10000610351562,197.2400054931641,26.654471137317675,19.83552291737635,178.28199996948243,217.8562450148437,138.70775492412116,12.837140764508936,0.041984199013806345,-16993700,193.59709174001554,-0.8674799814211598,-28.637336389168098,19.78712252268064,8344096.16800532
2020-03-20,156.02000427246094,159.27000427246094,148.0,149.72999572753906,149.72999572753906,32568400,149.05,175.2595001220703,199.22119995117188,162.28712373685633,177.33195960406024,-15.044835867203915,-12.669866990569501,-2.374968876634414,31.553587201369865,137.10000610351562,197.2400054931641,21.00098063219695,21.350177033923774,175.2595001220703,213.79615126931935,136.72284897482126,13.090712411063064,-0.022203415704684426,-49562100,192.33299521884172,-12.068359877306001,-28.761061497176343,19.268325573624523,7765650.035800372
2020-03-23,149.66000366210938,152.30999755859375,142.25,148.10000610351562,148.10000610351562,29830800,149.46800231933594,172.62850036621094,197.81720001220702,160.10449025480392,175.16662971513102,-15.062139460327103,-13.148321484521022,-1.9138179758060812,33.945111138683856,137.10000610351562,191.8300018310547,20.098667748415362,22.584706505976666,172.62850036621094,211.03095873778273,134.22604199463916,12.861426217215406,-0.010886192950873341,-79392900,191.1955201326746,1.431416803855745,-26.215621162401646,19.20122918578589,7659835.11931075
2020-03-24,155.2100067138672,161.30999755859375,152.57000732421875,160.97999572753906,160.97999572753906,30440400,151.78000183105468,170.83899993896483,196.67559997558592,160.23918340445547,174.11576793827237,-13.876584533816896,-13.293974094380197,-0.5826104394366993,37.65837878952143,137.10000610351562,188.9900054931641,46.020408373308356,29.040018917973555,170.83899993896483,207.81377386172363,133.86422601620603,13.380711146763398,0.08696819104126763,-48952500,190.42290747923983,7.736579909151886,-18.188752232461514,18.487386961379396,7458567.104548477
2020-03-25,158.9199981689453,162.99000549316406,153.05999755859375,156.2100067138672,156.2100067138672,35184300,153.6300018310547,168.78950042724608,195.3616000366211,159.6193100674419,172.78941525498308,-13.170105187541196,-13.269200313012398,0.09909512547120158,38.216146851967615,137.10000610351562,183.77999877929688,40.93831107275711,35.685795731493606,168.78950042724608,204.11947091905358,133.45952993543858,13.527854919433596,-0.029630942603235955,-84136800,189.4407737934861,6.2942294348215855,-20.78599942632523,17.66498524590375,6914157.218003014
2020-03-26,158.25,164.0,157.02000427246094,163.33999633789062,163.33999633789062,26556800,155.6720001220703,167.46900024414063,194.24720001220703,160.19172333981862,172.08945829816142,-11.897734958342795,-12.994907242078478,1.0971722837356825,42.95243177405982,137.10000610351562,178.2899932861328,63.70477882898852,50.221166091684665,167.46900024414063,201.44875430548782,133.48924618279344,13.447854178292413,0.045643616398298725,-57580000,188.8872307090917,6.667531593753706,-13.918315500452893,16.9898770306736,6676059.141865374
2020-03-27,158.1999969482422,160.08999633789062,154.75,156.7899932861328,156.7899932861328,24879900,157.08399963378906,165.68499984741212,192.96,159.6683802546362,170.9561645935667,-11.287784338930521,-12.653482661448887,1.3656983225183659,44.74315080380352,137.10000610351562,178.2899932861328,47.802848530447385,50.81531281073101,165.68499984741212,197.83530638699796,133.53469330782627,12.925711495535714,-0.04010042364766708,-82459900,188.26192234643435,4.715152447770521,-18.537957971775796,16.075153269792917,6774242.356852052
2020-03-30,159.17999267578125,166.75,158.05999755859375,165.9499969482422,165.9499969482422,22515200,160.65399780273438,164.1604995727539,191.84359985351563,160.63478282288327,170.5853373605797,-9.950554537696433,-12.112897036698397,2.162342499001964,44.95714876832649,137.10000610351562,175.8800048828125,74.39399626832491,61.96720787592028,164.1604995727539,192.87879932251934,135.44219982298847,13.009283883231026,0.058422119104201364,-59944700,187.87537661373628,12.05266043827855,-15.521281365417705,14.35914987488272,6893657.088993592
2020-03-31,165.47999572753906,170.92999267578125,164.1999969482422,166.8000030517578,166.8000030517578,23676300,161.81799926757813,163.20599975585938,190.7367999267578,161.58327824271012,170.30494222659289,-8.721663983882763,-11.43465042613527,2.7129864422525074,48.49465995703608,137.10000610351562,170.92999267578125,87.79192650519917,69.99625710132382,163.20599975585938,190.09404419658966,136.3179553151291,12.737855093819755,0.005122061579674098,-36268400,187.49829413828905,3.6153605905600905,-10.269512292522865,13.444022220365143,7027345.137921838
2020-04-01,161.6199951171875,164.14999389648438,158.0399932861328,159.60000610351562,159.60000610351562,19507600,162.49599914550782,161.59800033569337,189.5,161.2781594520648,169.51198399525384,-8.23382454318903,-10.794485249546023,2.560660706356993,52.42691183914296,137.10000610351562,170.92999267578125,66.50904206520102,76.2316549462417,161.59800033569337,184.9039845098497,138.29201616153705,12.227855137416295,-0.04316544854023796,-55776000,187.09299743518622,2.170155075825564,-16.77095813755558,11.652992087078161,7248904.762374362
