Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret_lagged,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility
2019-12-31,81.0,84.25800323486328,80.41600036621094,83.66600036621094,83.66600036621094,51428500,,,,,,,,,,,,,,,,,,,0,,,,,
2020-01-02,84.9000015258789,86.13999938964844,84.34200286865234,86.052001953125,86.052001953125,47660500,,,,83.66600036621094,83.66600036621094,0.0,,,,,,,,,,,,,0,163.41325021963684,,,,
2020-01-03,88.0999984741211,90.8000030517578,87.38400268554688,88.60199737548828,88.60199737548828,88892500,,,,84.03307753342848,83.84274122450087,0.19033630892761266,0.0,0.19033630892761266,,,,,,,,,,0.028518174365577353,88892500,164.29827115644707,,,,
2020-01-06,88.09400177001953,90.31199645996094,88.0,90.30799865722656,90.30799865722656,50665000,,,,84.73598827836076,84.1952787171666,0.5407095611941628,0.038067261785522534,0.5026422994086402,,,,,,,,,,0.029633191145888027,139557500,110.9449926859269,,,,
2020-01-07,92.27999877929688,94.32599639892578,90.6719970703125,93.81199645996094,93.81199645996094,89410500,,,,85.59322064434012,84.64807278680067,0.9451478575394532,0.1385957216672506,0.8065521358722025,,,,,,,,,,0.019254659401281682,228968000,122.5384979543924,,,,
2020-01-08,94.73999786376952,99.697998046875,93.64600372314452,98.4280014038086,98.4280014038086,155721500,88.48799896240234,,,86.85764769289717,85.3268819477755,1.5307657451216699,0.29990614884169114,1.2308595962799787,,,,,,,,,,0.03880052547763979,384689500,135.86279113896697,,,,
2020-01-09,99.41999816894533,99.76000213623048,94.5739974975586,96.26799774169922,96.26799774169922,142202000,91.44039916992188,,,88.63770210996047,86.29733524081499,2.340366869145484,0.5460780680976869,1.794288801047797,,,,,,,,,,0.04920484712014184,526891500,120.42751277194253,17.64396645349786,,,
2020-01-10,96.35800170898438,96.98799896240234,94.73999786376952,95.62999725341795,95.62999725341795,64797500,93.48359832763671,,,89.81159374561258,87.03590283347307,2.7756909121395097,0.9049358283072464,1.8707550838322633,,,,,,,,,,-0.021945011900097344,462094000,102.9693836063097,11.87188625098945,,,
2020-01-13,98.6999969482422,105.1259994506836,98.4000015258789,104.97200012207033,104.97200012207033,132588000,94.88919830322266,,,90.70673274681342,87.67250242013566,3.0342303266777577,1.279086845073699,1.7551434816040588,,,,,,,,,,-0.006627337258983124,329506000,113.45881569296446,7.9321009526969855,,,
2020-01-14,108.85199737548828,109.48200225830078,104.9800033569336,107.58399963378906,107.58399963378906,144981000,97.8219985961914,,,92.90138926608371,88.95394669435304,3.947442571730676,1.6301155413945108,2.3173270303361653,,,,,,,,,,0.09768904252811184,474487000,114.13209877218756,16.237765959693682,,,
2020-01-15,105.9520034790039,107.56800079345705,103.35800170898438,103.6999969482422,103.6999969482422,86844000,100.57639923095704,,,95.16025239957685,90.33395061579274,4.826301783784103,2.093580947461744,2.7327208363223594,,,,,,,,,,0.02488282121595553,561331000,106.34432922561244,14.680428616297526,,,
2020-01-16,98.75,102.89199829101562,98.43399810791016,102.697998046875,102.697998046875,108683500,101.63079833984375,,,96.47405925321767,91.32402812190011,5.1500311313175615,2.640125114726216,2.5099060165913456,,,,,,,,,,-0.03610204769080738,452647500,108.16979110261713,5.356194852321372,,,
2020-01-17,101.52200317382812,103.13400268554688,100.63200378417967,102.0999984741211,102.0999984741211,68145500,102.9167984008789,,,97.43158829839572,92.166544412639,5.265043885756725,3.142106318044485,2.12293756771224,,,,,,,,,,-0.00966247763601491,384502000,104.04682419743699,6.679270843908469,,,
2020-01-21,106.0500030517578,109.71600341796876,105.68199920654295,109.44000244140624,109.44000244140624,89017500,104.21079864501954,,,98.14980524850732,92.90235582460063,5.247449423906687,3.566693831586933,1.6807555923197541,,80.41600036621094,109.71600341796876,,,,,,4.606857299804693,-0.005822894156913949,295484500,106.19918581411646,6.765660782732996,,,
2020-01-22,114.37799835205078,118.9000015258789,111.81999969482422,113.91200256347656,113.91200256347656,156845000,105.10439910888672,,,99.88675866279947,94.12736668510475,5.759391977694719,3.902844950050884,1.8565470276438347,80.43837019545427,84.34200286865234,118.9000015258789,99.05801724295053,,,,,5.008142743791859,0.07189034355515278,452329500,112.5676212437393,4.256375332603102,,,
2020-01-23,112.8499984741211,116.4000015258789,111.12000274658205,114.44000244140624,114.44000244140624,98255000,106.36999969482422,,,102.04448849367287,95.59289526868784,6.451593224985032,4.274154355579651,2.177438869405381,82.30719281712503,87.38400268554688,118.9000015258789,85.56629678738851,,,,,5.2085712977818135,0.0408625733032546,550584500,108.22941024652272,5.881918269656938,,,
2020-01-24,114.1259994506836,114.77200317382812,110.85199737548828,112.96399688720705,112.96399688720705,71768000,108.51800079345703,,,103.95149063947801,96.9889772814818,6.962513357996215,4.709642129460728,2.2528712285354873,81.57589592579703,88.0,118.9000015258789,85.84846031037078,90.15759144690327,,,,5.149428776332316,0.00463515578734075,622352500,106.62619950179327,10.356804059043977,,,
2020-01-27,108.39800262451172,112.88800048828124,107.8560028076172,111.60399627685548,111.60399627685548,68040500,110.57120056152344,,,105.33803006220555,98.17231206709107,7.165717995114477,5.160216375167826,2.005501619946651,77.76105077566694,90.6719970703125,118.9000015258789,80.78962994969295,84.0681290158174,,,,5.349142892020096,-0.012897636514425215,554312000,106.59054370892814,9.996298891480127,,,
2020-01-28,113.697998046875,115.36199951171876,111.61599731445312,113.37999725341795,113.37999725341795,58942500,112.47200012207031,,,106.30202486445938,99.16725163818474,7.134773226274646,5.561316699157157,1.5734565271174894,74.46015294184248,93.64600372314452,118.9000015258789,74.15330842636065,80.26379956214146,,,,5.330571855817529,-0.012039239472993346,495369500,106.25861403216807,9.3085190448297,,,
2020-01-29,115.13800048828124,117.95999908447266,113.48600006103516,116.197998046875,116.197998046875,89007500,113.25999908447265,,,107.39094369352993,100.22004760968349,7.1708960838464435,5.876008004580655,1.2948880792657889,73.40444655986664,94.5739974975586,118.9000015258789,78.14205768298883,77.69499868634747,,,,5.225429534912116,0.015913417402695362,584377000,108.55698091750546,3.600141378031463,,,
2020-01-30,126.48400115966795,130.17599487304688,123.5999984741211,128.16200256347656,128.16200256347656,145028500,113.71719818115234,102.28789901733398,,108.7458751325061,101.4035994939199,7.342275638586202,6.134985620433813,1.2072900181523885,72.2091535525984,94.73999786376952,130.17599487304688,88.89253049593252,80.39596553509399,102.28789901733398,122.79309109701374,81.78270693765423,5.8534289768764,0.024854479288427545,729405500,113.34520810923841,2.006808265989868,,10.25259603983988,35759025.03836951
2020-01-31,128.0,130.60000610351562,126.50399780273438,130.11399841308594,130.11399841308594,78596500,116.4615982055664,104.51269912719727,,111.73297166034772,103.38570342499817,8.347268235349546,6.376443624064291,1.9708246112852548,82.01565120401479,98.4000015258789,130.60000610351562,94.31653550189928,87.11704122694022,104.51269912719727,126.13577744124586,82.88962081314867,5.985429491315573,0.10296222583607006,808002000,110.25311548057239,11.99056259116742,53.18289628105089,10.811539157024297,36128214.81029678
2020-02-03,134.73800659179688,157.22799682617188,134.70399475097656,156.0,156.0,235325000,119.89159851074218,106.7157989501953,,114.56082192999975,105.36557712781949,9.195244802180255,6.770608546321342,2.424636255858913,83.7258337540463,98.43399810791016,157.22799682617188,98.49065956106347,93.89990851963175,106.7157989501953,129.37322207818903,84.05837582220158,7.243857792445595,0.015230690926841373,1043327000,123.6878023695336,15.181829608067886,51.20391793320831,11.328711563996858,34490300.18013456
2020-02-04,176.5919952392578,193.79800415039065,166.7760009765625,177.41200256347656,177.41200256347656,304694000,128.7707992553711,110.0856990814209,,120.93608009461516,109.11627511835138,11.819804976263782,7.255535797493125,4.564269178770657,87.70466758563339,98.43399810791016,193.79800415039065,97.91135685113649,96.90618397136642,110.0856990814209,140.2157768532405,79.9556213096013,9.621572222028465,0.19894862891486276,1348021000,134.42873853855446,39.77994086610623,76.06826552553245,15.065038885909797,45819315.42582721
2020-02-05,164.65199279785156,169.1959991455078,140.82200622558594,146.94000244140625,146.94000244140625,242119000,141.57720031738282,114.4408992767334,,129.62468355136306,114.17521789206435,15.44946565929871,8.168389633247257,7.281076026051453,90.37793677101307,98.43399810791016,193.79800415039065,82.81741480153964,93.0731437379132,114.4408992767334,155.6706046325597,73.2111939209071,11.933286394391747,0.13725642668895222,1590140000,132.38018224287276,56.475574934914974,96.45214731959939,20.614852677913145,61858067.17488431
