Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret_lagged,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility
2019-12-31,35.029998779296875,35.2599983215332,34.970001220703125,35.220001220703125,33.2967414855957,29630100,,,,,,,,,,,,,,,,,,,0,,,,,
2020-01-02,35.349998474121094,35.65999984741211,35.290000915527344,35.63999938964844,33.69381332397461,37614200,,,,33.2967414855957,33.2967414855957,0.0,,,,,,,,,,,,,0,76.06965933368416,,,,
2020-01-03,34.97999954223633,35.150001525878906,34.7599983215332,34.900001525878906,32.99422073364258,50357900,,,,33.35782946073092,33.326154214364514,0.03167524636640451,0.0,0.03167524636640451,,,,,,,,,,0.011925246155113367,50357900,58.227556555807624,,,,
2020-01-06,34.40999984741211,34.900001525878906,34.369998931884766,34.849998474121094,32.94694900512695,42185000,,,,33.30188965656348,33.30156654912585,0.000323107437630199,0.006335049273280902,-0.006011941835650703,,,,,,,,,,-0.02076323577878436,8172900,45.11257718892142,,,,
2020-01-07,34.70000076293945,34.91999816894531,34.529998779296875,34.619998931884766,32.72951126098633,34149000,,,,33.24728340249632,33.27529858290371,-0.02801518040738671,0.005132660906150762,-0.03314784131353747,,,,,,,,,,-0.001432727534232181,-25976100,40.197327477660274,,,,
2020-01-08,34.56999969482422,35.189998626708984,34.54999923706055,34.970001220703125,33.06039810180664,45311600,33.13224716186524,,,33.16762614995632,33.23486989239131,-0.06724374243498943,-0.001496907356556732,-0.0657468350784327,,,,,,,,,,-0.006599632157344493,-71287700,40.843524518724294,,,,
2020-01-09,35.29999923706055,35.33000183105469,34.939998626708984,35.029998779296875,33.11711883544922,39861600,33.08497848510742,,,33.15112952716406,33.221946056051706,-0.07081652888764722,-0.014646274372243272,-0.05617025451540395,,,,,,,,,,0.010109739744715629,-31426100,38.62580673234764,-0.7098093484352086,,,
2020-01-10,35.0,35.06999969482422,34.65999984741211,34.7400016784668,32.842960357666016,39730400,32.96963958740234,,,33.14589711305408,33.21418107674782,-0.06828396369373735,-0.02588032527532406,-0.042403638418413284,,,,,,,,,,0.0017156700130442903,8304300,37.784478903733,-1.7115738221148424,,,
2020-01-13,34.84000015258789,35.06999969482422,34.65999984741211,35.060001373291016,33.145484924316406,37956100,32.939387512207034,,,33.09929145837899,33.18668324570472,-0.08739178732572839,-0.03436105295900672,-0.05303073436672167,,,,,,,,,,-0.008278451973598,-29651800,37.02196707082811,-0.4584450628419612,,,
2020-01-14,35.29999923706055,35.66999816894531,35.11000061035156,35.31999969482422,33.39128494262695,66719300,32.979094696044925,,,33.106398145446285,33.183631518194474,-0.07723337274818931,-0.044967199832351055,-0.032266172915838255,,,,,,,,,,0.009211245373615506,37067500,39.32758121363511,0.6025927291736677,,,
