Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility
2019-12-31,69.0199966430664,69.80000305175781,69.01000213623047,69.77999877929688,60.208526611328125,13151800,,,,69.77999877929688,69.77999877929688,0.0,0.0,0.0,,,,,,,,,,,0,69.77999877929688,,,,
2020-01-02,70.23999786376953,71.0199966430664,70.23999786376953,70.9000015258789,61.17489242553711,12456400,,,,69.95230689415565,69.86296194571035,0.0893449484453015,0.0178689896890603,0.0714759587562412,,,,,,,,,,0.016050483894739287,12456400,70.32479311128914,,,,
2020-01-03,71.33999633789062,71.37000274658203,70.16000366210938,70.33000183105469,60.683082580566406,17386900,,,,70.01041380752474,69.89755749277289,0.11285631475185198,0.03686645470161864,0.07598986005023334,,,,,,,,,,-0.008039487765259978,-4930500,70.32689947898433,,,,
2020-01-06,70.31999969482422,71.36000061035156,70.2300033569336,70.87000274658203,61.14901351928711,20081900,,,,70.14265825968741,69.96959047453653,0.17306778515087728,0.06410672079147037,0.10896106435940692,,,,,,,,,,0.0076781018266502965,15151400,70.49980791644285,,,,
2020-01-07,70.5,70.5199966430664,69.51000213623047,70.29000091552734,60.64857482910156,17387700,70.43400115966797,,,70.16532636058587,69.9933245812766,0.1720017793092694,0.08568573249503018,0.08631604681423923,,,,,,,,,,-0.008184024390808453,-2236300,70.45447050525733,,,,
2020-01-08,70.11000061035156,70.29000091552734,69.16999816894531,69.2300033569336,59.73397064208984,15137700,70.32400207519531,,,70.02143051387013,69.9367822683623,0.0846482455078359,0.08547823509759134,-0.0008299895897554421,,,,,,,,,,-0.015080346347805973,-17374000,70.26058817227009,-0.7881849125604412,,,
2020-01-09,69.13999938964844,69.9000015258789,68.62999725341797,69.76000213623047,60.19126510620117,14811800,70.09600219726562,,,69.98121076346403,69.92368744375993,0.05752331970410296,0.07988725201889367,-0.02236393231479071,,,,,,,,,,0.007655622614436863,-2562200,70.19343575665134,-1.6078975530519957,,,
2020-01-10,69.93000030517578,69.95999908447266,69.12000274658203,69.13999938964844,59.65631103515625,11995600,69.85800170898438,,,69.85179362903087,69.86563647678871,-0.013842847757842947,0.06114123206354635,-0.0749840798213893,,,,,,,,,,-0.008887653778611782,-14557800,70.09020381538504,-1.6920267459467064,,,
2020-01-13,69.19999694824219,69.87000274658203,69.11000061035156,69.80000305175781,60.22578430175781,9953900,69.64400177001953,,,69.84382584791193,69.86077474160123,-0.01694889368930319,0.04552320691297645,-0.06247210060227964,,,,,,,,,,0.009545902052874311,-4603900,70.068380389619,-1.5098061991761669,,,
2020-01-14,69.37999725341797,69.58000183105469,68.88999938964844,69.19999694824219,59.70808410644531,16261000,69.4260009765625,,,69.74477524796274,69.81182823838945,-0.06705299042671697,0.023007967445037764,-0.09006095787175473,,,,,,,,,,-0.008596075605766251,-20864900,69.97337072339104,-1.5507240760959662,,,
2020-01-15,69.19999694824219,69.58999633789062,68.88999938964844,69.08999633789062,59.613162994384766,11390300,69.3979995727539,,,69.64404003102857,69.75835920872287,-0.11431917769429845,-0.004457461582829479,-0.10986171611146897,,,,,,,,,,-0.0015896042659342413,-32255200,69.9104897480877,-0.20223459808477173,,,
2020-01-16,69.30000305175781,69.58000183105469,68.80000305175781,68.81999969482422,59.38019943237305,13340300,69.20999908447266,,,69.51726459468944,69.68885109658223,-0.17158650189279,-0.03788326964482159,-0.13370323224796843,,,,,,,,,,-0.003907897776488034,-45595500,69.82657270339652,-1.3474805226791342,,,
2020-01-17,68.75,69.08000183105469,68.29000091552734,68.55999755859375,59.15586853027344,18144100,69.09399871826172,,,69.3699927429824,69.60523231599049,-0.23523957300808718,-0.07735453031747472,-0.15788504269061246,,,,,,,,,,-0.003778002577498163,-63739600,69.70656780476595,-0.8388802953063434,,,
