ticker,date_of_tweets,prediction,confidence
AAPL,2020-01-01,1,0.9892578125
AAPL,2020-01-02,1,0.95263671875
AAPL,2020-01-03,1,0.9580078125
AAPL,2020-01-04,1,0.97802734375
AAPL,2020-01-05,1,0.951171875
AAPL,2020-01-06,1,0.9482421875
AAPL,2020-01-07,1,0.92822265625
AAPL,2020-01-08,1,0.9755859375
AAPL,2020-01-09,1,0.99609375
AAPL,2020-01-10,1,0.99365234375
AAPL,2020-01-11,1,0.5927734375
AAPL,2020-01-12,1,0.96337890625
AAPL,2020-01-13,1,0.9853515625
AAPL,2020-01-14,1,0.994140625
AAPL,2020-01-15,1,0.98193359375
AAPL,2020-01-16,1,0.99462890625
AAPL,2020-01-17,1,0.98486328125
AAPL,2020-01-18,1,0.98974609375
AAPL,2020-01-19,1,0.98974609375
AAPL,2020-01-20,1,0.97509765625
AAPL,2020-01-21,1,0.96630859375
AAPL,2020-01-22,1,0.99658203125
AAPL,2020-01-23,1,0.9658203125
AAPL,2020-01-24,1,0.99658203125
AAPL,2020-01-25,1,0.93896484375
AAPL,2020-01-26,1,0.98876953125
AAPL,2020-01-27,1,0.86328125
AAPL,2020-01-28,1,0.99462890625
AAPL,2020-01-29,1,0.98876953125
AAPL,2020-01-30,1,0.91748046875
AAPL,2020-01-31,1,0.96875
AAPL,2020-02-01,0,0.515625
AAPL,2020-02-02,1,0.95654296875
AAPL,2020-02-03,1,0.97509765625
AAPL,2020-02-04,1,0.92919921875
AAPL,2020-02-05,1,0.98095703125
AAPL,2020-02-06,1,0.99560546875
AAPL,2020-02-07,1,0.962890625
AAPL,2020-02-08,1,0.79541015625
AAPL,2020-02-09,1,0.63330078125
AAPL,2020-02-10,1,0.97119140625
AAPL,2020-02-11,1,0.96337890625
AAPL,2020-02-12,1,0.97509765625
AAPL,2020-02-13,1,0.859375
AAPL,2020-02-14,1,0.9736328125
AAPL,2020-02-15,1,0.79541015625
AAPL,2020-02-16,1,0.986328125
AAPL,2020-02-17,1,0.5390625
AAPL,2020-02-18,1,0.822265625
AAPL,2020-02-19,1,0.85205078125
AAPL,2020-02-20,1,0.9013671875
AAPL,2020-02-21,1,0.9345703125
AAPL,2020-02-22,1,0.8837890625
AAPL,2020-02-23,1,0.74609375
AAPL,2020-02-24,1,0.70263671875
AAPL,2020-02-25,1,0.98046875
AAPL,2020-02-26,1,0.91259765625
