ticker,date_of_tweets,prediction,confidence
V,2020-01-04,0,0.5498046875
V,2020-01-05,1,0.53857421875
V,2020-01-06,0,0.53466796875
V,2020-01-07,1,0.99951171875
V,2020-01-08,1,0.99462890625
V,2020-01-09,1,0.99365234375
V,2020-01-10,1,0.94091796875
V,2020-01-11,1,0.98046875
V,2020-01-12,1,0.79296875
V,2020-01-13,1,0.99853515625
V,2020-01-14,1,0.99658203125
V,2020-01-15,1,0.97119140625
V,2020-01-16,1,0.98828125
V,2020-01-17,1,0.76611328125
V,2020-01-18,1,0.771484375
V,2020-01-19,1,0.95654296875
V,2020-01-20,1,0.8720703125
V,2020-01-21,1,0.99755859375
V,2020-01-22,1,0.9970703125
V,2020-01-23,1,0.9990234375
V,2020-01-24,1,0.998046875
V,2020-01-25,1,0.72802734375
V,2020-01-26,1,0.853515625
V,2020-01-27,1,0.990234375
V,2020-01-28,1,0.67529296875
V,2020-01-29,0,0.68212890625
V,2020-01-30,1,0.998046875
V,2020-01-31,1,0.98681640625
V,2020-02-01,1,0.55029296875
V,2020-02-02,1,0.99658203125
V,2020-02-03,1,0.9931640625
V,2020-02-04,1,0.9951171875
V,2020-02-05,1,0.845703125
V,2020-02-06,1,0.99072265625
V,2020-02-07,1,0.76611328125
V,2020-02-08,1,0.8837890625
V,2020-02-09,1,0.9609375
V,2020-02-10,1,0.9833984375
V,2020-02-11,1,0.87890625
V,2020-02-12,1,0.9677734375
V,2020-02-13,1,0.94580078125
V,2020-02-14,1,0.9990234375
V,2020-02-15,1,0.99951171875
V,2020-02-16,1,0.8056640625
V,2020-02-17,1,0.79541015625
V,2020-02-18,1,0.85595703125
V,2020-02-19,0,0.5810546875
V,2020-02-20,1,0.96923828125
V,2020-02-21,1,0.96826171875
V,2020-02-22,1,0.96044921875
V,2020-02-23,0,0.5810546875
V,2020-02-24,1,0.900390625
V,2020-02-25,1,0.92724609375
V,2020-02-26,0,0.58837890625
V,2020-02-27,1,0.951171875
V,2020-02-28,1,0.61474609375
V,2020-02-29,1,0.880859375
V,2020-03-01,1,0.93896484375
V,2020-03-02,0,0.87060546875
V,2020-03-03,1,0.56982421875
V,2020-03-04,1,0.97998046875
V,2020-03-05,1,0.96923828125
V,2020-03-06,1,0.85009765625
V,2020-03-07,1,0.9833984375
V,2020-03-08,1,0.95849609375
V,2020-03-09,1,0.80029296875
V,2020-03-10,0,0.904296875
V,2020-03-11,1,0.94921875
V,2020-03-12,1,0.99853515625
V,2020-03-13,1,0.72802734375
V,2020-03-14,1,0.83740234375
V,2020-03-15,1,0.98583984375
V,2020-03-16,0,0.640625
V,2020-03-17,1,0.74267578125
V,2020-03-18,0,0.6513671875
V,2020-03-19,1,0.966796875
V,2020-03-20,1,0.9853515625
V,2020-03-21,1,0.59619140625
V,2020-03-22,1,0.93994140625
V,2020-03-23,0,0.83935546875
V,2020-03-24,0,0.67578125
V,2020-03-25,1,0.98779296875
V,2020-03-26,0,0.91943359375
V,2020-03-27,0,0.80810546875
V,2020-03-29,1,0.9619140625
V,2020-03-30,0,0.7744140625
V,2020-03-31,1,0.9736328125
V,2020-04-01,0,0.974609375
V,2020-04-02,1,0.99755859375
V,2020-04-03,1,0.99462890625
V,2020-04-04,1,0.955078125
V,2020-04-05,1,0.9814453125
V,2020-04-06,0,0.900390625
V,2020-04-07,1,0.67919921875
V,2020-04-08,1,0.98779296875
V,2020-04-09,1,0.9765625
V,2020-04-10,1,0.96484375
V,2020-04-11,1,0.84765625
V,2020-04-12,1,1.0
V,2020-04-13,1,0.99951171875
V,2020-04-14,1,0.99755859375
V,2020-04-15,0,0.61474609375
V,2020-04-16,1,0.97119140625
V,2020-04-17,1,0.9228515625
V,2020-04-18,1,0.7216796875
