ticker,date_of_tweets,prediction,confidence
XOM,2020-01-05,1,0.99169921875
XOM,2020-01-06,1,0.91357421875
XOM,2020-01-07,1,0.76611328125
XOM,2020-01-08,1,0.708984375
XOM,2020-01-09,1,0.97900390625
XOM,2020-01-10,0,0.53515625
XOM,2020-01-11,1,0.99951171875
XOM,2020-01-13,0,0.93310546875
XOM,2020-01-14,0,0.658203125
XOM,2020-01-15,1,0.55810546875
XOM,2020-01-16,0,0.73388671875
XOM,2020-01-17,0,0.515625
XOM,2020-01-19,1,0.93017578125
XOM,2020-01-20,0,0.94482421875
XOM,2020-01-21,1,0.89453125
XOM,2020-01-22,1,0.9423828125
XOM,2020-01-23,1,0.6650390625
XOM,2020-01-24,1,0.986328125
XOM,2020-01-25,1,0.90576171875
XOM,2020-01-26,1,0.82421875
XOM,2020-01-27,1,0.92626953125
XOM,2020-01-28,1,0.5078125
XOM,2020-01-29,0,0.6328125
XOM,2020-01-30,0,0.76318359375
XOM,2020-01-31,1,0.89892578125
XOM,2020-02-01,1,0.51953125
XOM,2020-02-02,1,0.95751953125
XOM,2020-02-03,0,0.96630859375
XOM,2020-02-04,0,0.7275390625
XOM,2020-02-05,1,0.52685546875
XOM,2020-02-06,1,0.97412109375
XOM,2020-02-07,0,0.880859375
XOM,2020-02-08,1,0.93408203125
XOM,2020-02-10,1,0.998046875
XOM,2020-02-11,1,0.951171875
XOM,2020-02-12,0,0.81982421875
XOM,2020-02-13,1,0.82177734375
XOM,2020-02-14,1,0.93701171875
XOM,2020-02-16,1,0.82666015625
XOM,2020-02-18,0,0.73681640625
XOM,2020-02-19,1,0.59228515625
XOM,2020-02-20,0,0.70263671875
XOM,2020-02-21,0,0.95849609375
XOM,2020-02-24,1,0.9970703125
XOM,2020-02-25,0,0.68212890625
XOM,2020-02-26,1,0.56982421875
XOM,2020-02-27,1,0.58056640625
XOM,2020-02-28,1,0.92919921875
XOM,2020-02-29,1,0.9892578125
XOM,2020-03-01,1,0.74853515625
XOM,2020-03-02,1,0.939453125
XOM,2020-03-03,0,0.82666015625
XOM,2020-03-04,0,0.5888671875
XOM,2020-03-05,0,0.59619140625
XOM,2020-03-06,0,0.7021484375
XOM,2020-03-07,1,0.96142578125
XOM,2020-03-08,1,0.7578125
XOM,2020-03-09,1,0.94287109375
XOM,2020-03-10,1,0.88525390625
XOM,2020-03-11,1,0.98583984375
XOM,2020-03-12,1,0.9814453125
XOM,2020-03-13,1,0.87548828125
XOM,2020-03-14,1,0.50390625
XOM,2020-03-15,1,0.76611328125
XOM,2020-03-16,0,0.5849609375
XOM,2020-03-17,0,0.607421875
XOM,2020-03-18,1,0.86474609375
XOM,2020-03-19,0,0.9970703125
XOM,2020-03-20,1,0.990234375
XOM,2020-03-21,1,0.89013671875
XOM,2020-03-22,1,0.97705078125
XOM,2020-03-23,1,0.91357421875
XOM,2020-03-24,1,0.82666015625
XOM,2020-03-25,1,0.92041015625
XOM,2020-03-26,1,0.95947265625
XOM,2020-03-27,1,0.611328125
XOM,2020-03-30,1,0.66845703125
XOM,2020-03-31,1,0.70556640625
XOM,2020-04-01,1,0.99853515625
XOM,2020-04-02,1,0.99365234375
XOM,2020-04-03,1,0.97021484375
XOM,2020-04-04,1,0.6259765625
XOM,2020-04-05,0,0.63671875
XOM,2020-04-06,0,0.5234375
XOM,2020-04-07,1,0.9697265625
XOM,2020-04-08,1,0.60400390625
XOM,2020-04-09,1,0.931640625
XOM,2020-04-10,1,0.99365234375
XOM,2020-04-12,1,0.99853515625
XOM,2020-04-13,1,0.921875
XOM,2020-04-14,1,0.90869140625
XOM,2020-04-15,1,0.92724609375
XOM,2020-04-16,1,0.92724609375
XOM,2020-04-17,1,0.69580078125
XOM,2020-04-18,1,0.994140625
XOM,2020-04-19,1,0.943359375
XOM,2020-04-20,1,0.50341796875
XOM,2020-04-21,1,0.92626953125
XOM,2020-04-22,1,0.96240234375
XOM,2020-04-23,1,0.94287109375
XOM,2020-04-24,1,0.98291015625
XOM,2020-04-25,1,0.88037109375
XOM,2020-04-26,1,0.90576171875
XOM,2020-04-27,1,0.9462890625
XOM,2020-04-28,1,0.888671875
XOM,2020-04-29,1,0.95947265625
XOM,2020-04-30,1,0.75732421875
XOM,2020-05-01,0,0.5810546875
XOM,2020-05-02,0,0.658203125
XOM,2020-05-04,1,0.7548828125
XOM,2020-05-05,1,0.99365234375
XOM,2020-05-06,1,0.96923828125
XOM,2020-05-07,1,0.99658203125
XOM,2020-05-08,1,0.97119140625
XOM,2020-05-09,1,0.93896484375
XOM,2020-05-10,1,0.56201171875
XOM,2020-05-11,1,0.5615234375
XOM,2020-05-12,1,0.88671875
XOM,2020-05-13,0,0.5888671875
XOM,2020-05-14,1,0.92822265625
XOM,2020-05-15,1,0.93212890625
XOM,2020-05-16,0,0.50732421875
XOM,2020-05-17,0,0.515625
XOM,2020-05-18,0,0.8330078125
XOM,2020-05-19,1,0.9560546875
XOM,2020-05-20,0,0.9580078125
XOM,2020-05-21,0,0.74609375
XOM,2020-05-22,0,0.79248046875
XOM,2020-05-23,1,0.79248046875
XOM,2020-05-24,1,0.8974609375
XOM,2020-05-25,1,0.86865234375
XOM,2020-05-26,1,0.853515625
XOM,2020-05-27,0,0.70556640625
XOM,2020-05-28,1,0.70556640625
XOM,2020-05-29,1,0.99853515625
XOM,2020-05-31,1,0.87744140625
XOM,2020-06-01,1,0.9072265625
XOM,2020-06-02,1,0.9990234375
XOM,2020-06-03,1,0.76611328125
XOM,2020-06-04,0,0.83740234375
XOM,2020-06-05,1,0.99658203125
XOM,2020-06-06,1,1.0
XOM,2020-06-07,1,0.80029296875
XOM,2020-06-08,1,0.76318359375
XOM,2020-06-09,1,0.8857421875
XOM,2020-06-10,1,0.69921875
XOM,2020-06-11,1,0.87548828125
XOM,2020-06-12,1,0.93115234375
XOM,2020-06-13,1,0.83984375
XOM,2020-06-15,0,0.546875
XOM,2020-06-16,1,0.8916015625
XOM,2020-06-17,1,0.60546875
XOM,2020-06-18,1,0.95361328125
XOM,2020-06-19,1,0.900390625
XOM,2020-06-21,1,0.89892578125
XOM,2020-06-22,1,0.9677734375
XOM,2020-06-23,1,0.99755859375
XOM,2020-06-24,1,0.89013671875
XOM,2020-06-25,1,0.98193359375
XOM,2020-06-26,0,0.8916015625
XOM,2020-06-27,0,0.7021484375
XOM,2020-06-28,1,0.7978515625
XOM,2020-06-29,0,0.91357421875
XOM,2020-06-30,1,0.64404296875
XOM,2020-07-01,1,0.57373046875
XOM,2020-07-02,1,0.5771484375
XOM,2020-07-03,0,0.82568359375
XOM,2020-07-04,0,0.88134765625
XOM,2020-07-05,1,0.9765625
XOM,2020-07-06,1,0.9462890625
XOM,2020-07-07,1,0.79052734375
XOM,2020-07-08,1,0.74560546875
XOM,2020-07-09,1,0.826171875
XOM,2020-07-10,1,0.607421875
XOM,2020-07-11,0,0.603515625
XOM,2020-07-12,1,0.8740234375
XOM,2020-07-13,1,0.52734375
XOM,2020-07-14,1,0.998046875
XOM,2020-07-15,0,0.5771484375
XOM,2020-07-16,1,0.78271484375
XOM,2020-07-17,1,0.8720703125
XOM,2020-07-18,1,0.958984375
XOM,2020-07-19,1,0.65087890625
XOM,2020-07-20,0,0.85546875
XOM,2020-07-21,1,0.99267578125
XOM,2020-07-22,0,0.79736328125
XOM,2020-07-23,1,0.923828125
XOM,2020-07-24,1,0.916015625
XOM,2020-07-25,1,0.71533203125
XOM,2020-07-26,1,0.50390625
XOM,2020-07-27,0,0.61474609375
XOM,2020-07-28,1,0.63671875
XOM,2020-07-29,0,0.51123046875
XOM,2020-07-30,0,0.57373046875
XOM,2020-07-31,0,0.90478515625
XOM,2020-08-01,0,0.70458984375
XOM,2020-08-02,1,0.724609375
XOM,2020-08-03,1,0.80810546875
XOM,2020-08-04,1,0.5888671875
XOM,2020-08-05,1,0.51171875
XOM,2020-08-06,0,0.50390625
XOM,2020-08-07,1,0.89453125
XOM,2020-08-08,0,0.7490234375
XOM,2020-08-09,0,0.89892578125
XOM,2020-08-10,0,0.53466796875
XOM,2020-08-11,0,0.60009765625
XOM,2020-08-12,1,0.94873046875
XOM,2020-08-13,1,0.904296875
XOM,2020-08-14,1,0.99951171875
XOM,2020-08-15,1,0.80078125
XOM,2020-08-16,1,0.65478515625
XOM,2020-08-17,0,0.54638671875
XOM,2020-08-18,1,0.912109375
XOM,2020-08-19,1,0.86865234375
