Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret_lagged,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility,prophet_predicted_price,gemini_sentiment,pct_change_adj_close,price_change_direction
2020-03-16,93.9000015258789,98.9739990234375,88.43399810791016,89.01399993896484,89.01399993896484,102447500,119.78919830322266,147.97129859924317,131.658839263916,131.8988579091464,137.6120156027056,-5.713157693559197,2.155608445073641,-7.868766138632838,22.64265108506862,88.43399810791016,162.66200256347656,12.583185620507365,8.859695174065175,147.97129859924317,192.18208968037615,103.76050751811016,14.3302857535226,-0.0248506207976572,843833500,135.76689228691862,-22.297721213454192,-32.012440657498175,22.10539554056651,22436501.571980324,98.52376312551904,1.0,-18.577803614478427,-1
2020-03-17,88.00199890136719,94.37000274658205,79.19999694824219,86.04000091552734,86.04000091552734,119973000,113.2719985961914,144.42169876098632,131.7180792236328,125.3011874521954,134.01216259057668,-8.710975138381272,0.5818552173470736,-9.292830355728343,20.056698992972898,79.19999694824219,161.39599609375,0.7813787199437405,5.957350576267603,144.42169876098632,195.43966805086689,93.40372947110576,14.882428850446429,-0.1857780361447842,723860500,135.10435962000454,-26.797696500046587,-44.368335079604506,25.508984644940277,22476320.750315305,60.8889441880135,0.0,-3.341046380880208,-1
2020-03-18,77.80000305175781,80.97200012207031,70.10199737548828,72.24400329589844,72.24400329589844,118931000,104.66679992675782,140.13969917297362,131.6668392944336,119.26100490809264,130.4586691331656,-11.197664225072984,-1.2767108537985956,-9.920953371274388,20.27017029700032,70.10199737548828,161.39599609375,8.321577739053467,7.228714026501521,140.13969917297362,195.69840269586865,84.58099565007862,14.452286856515068,-0.033410463808802,604929500,133.72781529234393,-33.33642885018554,-49.88350152250156,27.779351761447504,23319759.781575717,77.86666982642357,0.0,-16.034399666236165,-1
2020-03-19,74.94000244140625,90.4000015258789,71.69200134277344,85.52799987792969,85.52799987792969,150977500,93.74640045166016,134.57769966125488,131.30555938720704,112.02762004467814,126.1464716637384,-14.118851619060266,-3.2609015280534734,-10.857950091006792,21.39487094539774,70.10199737548828,161.39599609375,2.346272428071098,3.8164096290227665,134.57769966125488,194.0039674583217,75.15143186418804,14.660000937325616,-0.1603439966623616,453952000,133.19854063261243,-43.04589587884825,-60.62653645917144,29.71313389853342,22740419.58222538,70.19908392432124,0.0,18.387680604606583,1
2020-03-20,87.63999938964844,95.4000015258789,85.15799713134766,85.50599670410156,85.50599670410156,141427500,88.43000030517578,129.8599994659424,131.13987945556642,107.95075540363992,123.13769597590073,-15.18694057226081,-5.432491546254832,-9.754449026005975,30.32722964113097,70.10199737548828,161.39599609375,16.897060835342415,9.188303667488992,129.8599994659424,189.12354176816743,70.59645716371733,14.3101441519601,0.1838768060460658,595379500,131.81704756732006,-23.710641858624214,-52.45327599277514,29.631771151112527,26269484.468362793,56.87778410489851,0.0,-0.02572628128745258,-1
2020-03-23,86.72000122070312,88.4000015258789,82.0999984741211,86.85800170898438,86.85800170898438,82272500,83.66640014648438,125.12529945373537,130.88143936157226,104.49771560371094,120.3501626965082,-15.852447092797249,-7.383381351456028,-8.469065741341222,20.478184359046637,70.10199737548828,153.3040008544922,16.87295938931415,12.038764217575888,125.12529945373537,182.55738272992252,67.69321617754818,13.46200180053711,-0.0002572628128745,513107000,129.88311197903406,-21.786617155111745,-52.54939059257533,28.716041638093586,27603153.646296542,72.42053258940359,0.0,1.5811815042183541,1
2020-03-24,95.45999908447266,102.73799896240234,94.8000030517578,101.0,101.0,114476000,83.23520050048828,121.13029975891114,130.69323944091798,101.7839134660607,117.86926188261754,-16.08534841655684,-9.077194499724271,-7.008153916832567,21.195060706674568,70.10199737548828,149.14999389648438,20.13894333412835,17.96965451959497,121.13029975891114,177.4741952138829,64.7864043039394,13.99928719656808,0.0158118150421835,627583000,130.0285046981632,-2.4220889202359097,-47.91374087124377,28.17194772748587,27367274.630610157,114.49996712749812,1.0,16.281744931685218,1
2020-03-25,109.0500030517578,111.4000015258789,102.22200012207033,107.8499984741211,107.8499984741211,106113500,86.22720031738281,118.18120002746582,130.80063949584962,101.66331139435906,116.61968692834957,-14.95637553399051,-10.478825283090789,-4.477550250899723,29.85797613988089,70.10199737548828,141.39999389648438,39.08764799156528,25.366516905002587,118.18120002746582,172.0843199958253,64.27808005910634,14.29314477103097,0.1628174493168521,733696500,129.4682391859698,17.387260489641477,-36.86789551894306,26.951559984179735,27419624.638443887,103.11549478361422,1.0,6.782176707050591,1
2020-03-26,109.47799682617188,112.0,102.4499969482422,105.63200378417967,105.63200378417967,86903500,93.34839935302736,115.78570022583008,130.85819946289064,102.61510940663014,115.9700803761845,-13.354970969554358,-11.374335333270732,-1.9806356362836264,34.96583746329647,70.10199737548828,133.60000610351562,52.94398572267966,37.39019234945776,115.78570022583008,166.84014932533518,64.73125112632499,14.400002070835658,0.0678217670705059,820600000,128.73858038483306,49.28574491143147,-30.758858322001416,25.527224549752543,26527349.74814724,114.45022169940646,1.0,-2.0565551426258377,-1
2020-03-27,101.0,105.16000366210938,98.80599975585938,102.87200164794922,102.87200164794922,71887000,97.36920013427736,114.27730026245118,130.81915954589843,103.07924700317622,115.20429692492488,-12.125049921748657,-11.770462460527458,-0.3545874612211968,35.54085702024949,70.10199737548828,133.60000610351562,55.95452065413955,49.32871812279482,114.27730026245118,164.61963255036528,63.93496797453706,13.480716705322264,-0.0205655514262583,748713000,128.1398375470392,23.505757102871037,-22.21502105274632,25.17116614395706,26319238.555552483,127.67998897909035,1.0,-2.612846521277312,-1
2020-03-30,102.052001953125,103.33000183105467,98.24600219726562,100.4260025024414,100.4260025024414,59990500,100.84240112304688,112.7409999847412,130.80259963989258,103.04736310237206,114.29079357107484,-11.243430468702767,-11.841379952771698,0.5979494840689288,41.074764819204354,70.10199737548828,130.71600341796875,51.607924293847354,53.50214355688885,112.7409999847412,162.47238633572752,63.00961363375489,12.986716134207589,-0.0261284652127731,688722500,127.64235985270396,20.309692434723292,-22.99885020568263,24.86569317549316,26566279.978029557,127.10621992125128,0.0,-2.377711239525171,-1
2020-03-31,100.25,108.59200286865234,99.4000015258789,104.8000030517578,104.8000030517578,88857500,103.55600128173828,110.3261001586914,130.75715972900392,102.64407685622888,113.26377201043532,-10.61969515420644,-11.721790055957912,1.1020949017514727,35.66509416418002,70.10199737548828,121.51399993896484,50.028049797106256,52.53016491503106,110.3261001586914,157.31545923325257,63.336741084130246,13.063573019845146,-0.0237771123952517,599865000,127.8982935892466,15.620899084135376,-32.474917860018536,23.49467953728058,27857116.23808134,134.65076612534108,0.0,4.355446239344296,1
2020-04-01,100.8000030517578,102.79000091552734,95.0199966430664,96.31199645996094,96.31199645996094,66766000,104.31600189208984,108.11100006103516,130.81115982055664,102.97575780938718,112.6368261616444,-9.661068352257216,-11.50137107560762,1.8403027233504012,39.19843282286039,70.10199737548828,121.51399993896484,67.49008781252807,56.37535396782723,108.11100006103516,151.43798921480652,64.7840109072638,12.505287715366906,0.0435544623934429,666631000,127.14554637188238,3.7623792591661376,-29.712546086603066,21.663494576885675,26764800.188523367,98.03664214082949,0.0,-8.099242695255338,-1
2020-04-02,96.20600128173828,98.85199737548828,89.27999877929688,90.8939971923828,90.8939971923828,99292000,102.0084014892578,105.43160018920898,130.54859970092772,101.95056375562928,111.42757951707524,-9.477015761445957,-11.13331053093754,1.6562947694915842,41.7548674201399,70.10199737548828,112.0,50.98031155684338,56.16614972215924,105.43160018920898,144.2731020169365,66.59009836148147,11.680859157017297,-0.0809924269525533,567339000,127.22649708753254,-10.698193952157297,-35.74916585622372,19.420750913863756,27137715.137162726,87.9055619397295,1.0,-5.625466677799085,-1
